timestamp,EAR,eye_closure_duration,yaw,pitch,roll,abs_yaw,abs_pitch,head_movement,phone_detected,phone_confidence,driver_state
2026-09-13T20:15:14.148273,0.2085,1.295,-2.601,3.911,-2.702,2.601,3.911,5.932,0,0.0,Drowsy
2026-09-13T20:15:15.447822,0.1465,2.595,-3.867,10.988,-2.601,3.867,10.988,3.052,0,0.0,Drowsy
2026-09-13T20:15:16.758171,0.2735,0.0,-3.954,-1.782,-1.2,3.954,1.782,2.023,0,0.0,Drowsy
2026-09-13T20:15:18.077436,0.2544,0.0,-1.224,-9.92,-0.625,1.224,9.92,4.24,0,0.0,Drowsy
2026-09-13T20:15:19.384419,0.1541,0.0,-1.669,-13.563,-0.717,1.669,13.563,2.119,0,0.0,Drowsy
2026-09-13T20:15:20.664141,0.1809,1.28,-2.987,-10.721,-0.329,2.987,10.721,0.764,0,0.0,Drowsy
2026-09-13T20:15:21.973755,0.1319,2.589,-3.161,4.347,-0.559,3.161,4.347,5.199,0,0.0,Drowsy
2026-09-13T20:15:23.276787,0.184,0.0,-4.298,30.576,-4.987,4.298,30.576,4.536,1,0.348,Drowsy
2026-09-13T20:15:24.575649,0.2198,1.299,-2.748,11.517,-2.085,2.748,11.517,5.443,1,0.517,Drowsy
2026-09-13T20:15:25.889322,0.2308,2.613,-3.245,3.519,-1.182,3.245,3.519,1.515,0,0.0,Drowsy
2026-09-13T20:15:27.192906,0.1239,3.916,-4.366,5.749,-0.408,4.366,5.749,9.283,0,0.0,Drowsy
2026-09-13T20:15:28.491523,0.1723,5.215,-4.239,16.362,-1.645,4.239,16.362,5.843,0,0.0,Drowsy
2026-09-13T20:15:29.793864,0.183,6.517,-4.688,14.452,-1.15,4.688,14.452,5.117,0,0.0,Drowsy
2026-09-13T20:15:31.102082,0.1261,7.825,-4.222,6.65,-0.448,4.222,6.65,1.34,1,0.373,Drowsy
2026-09-13T20:15:32.457160,0.2286,0.524,-4.93,12.627,-1.687,4.93,12.627,6.085,0,0.0,Drowsy
2026-09-13T20:15:33.792417,0.2055,1.859,-2.73,1.498,-0.324,2.73,1.498,4.256,0,0.0,Drowsy
2026-09-13T20:15:35.071312,0.1796,3.138,-2.749,6.019,-0.578,2.749,6.019,2.544,0,0.0,Drowsy
2026-09-13T20:15:36.383378,0.1007,4.45,-3.014,10.532,1.963,3.014,10.532,3.935,0,0.0,Drowsy
2026-09-13T20:15:37.721599,0.1078,5.788,-2.32,6.965,1.082,2.32,6.965,4.935,0,0.0,Drowsy
2026-09-13T20:15:39.033724,0.0974,7.1,-2.558,4.091,1.929,2.558,4.091,3.645,0,0.0,Drowsy
2026-09-13T20:15:40.362132,0.193,8.429,-3.31,1.962,3.851,3.31,1.962,0.211,0,0.0,Drowsy
2026-09-13T20:15:41.676286,0.2598,0.0,9.648,-2.283,0.712,9.648,2.283,12.8,1,0.474,Distracted
2026-09-13T20:15:42.993934,0.3806,0.0,37.605,0.816,-3.752,37.605,0.816,3.037,1,0.754,Distracted
2026-09-13T20:15:44.289824,0.3925,0.0,38.917,-0.701,-7.153,38.917,0.701,2.584,1,0.517,Distracted
2026-09-13T20:15:45.730630,0.322,0.0,27.591,23.795,-29.888,27.591,23.795,30.167,0,0.0,Distracted
2026-09-13T20:15:49.598991,0.2567,0.0,12.561,-8.008,-3.723,12.561,8.008,6.427,0,0.0,Distracted
2026-09-13T20:15:52.174241,0.2581,0.0,-0.165,-1.681,-1.396,0.165,1.681,14.004,0,0.0,Distracted
2026-09-13T20:15:53.474487,0.3691,0.0,46.304,1.241,-11.816,46.304,1.241,20.862,1,0.33,Distracted
2026-09-13T20:16:09.042472,2.2278,0.0,-62.028,17.863,13.922,62.028,17.863,41.981,0,0.0,Distracted
2026-09-13T20:16:14.211487,0.203,2.845,-8.731,18.426,4.516,8.731,18.426,24.529,0,0.0,Distracted
2026-09-13T20:16:19.191440,0.3195,0.0,0.854,20.067,-11.34,0.854,20.067,3.115,0,0.0,Distracted
2026-09-13T20:16:20.511041,0.2269,0.531,-0.928,23.669,-7.969,0.928,23.669,7.239,0,0.0,Distracted
2026-09-13T20:16:23.027115,0.2175,3.047,7.998,-17.878,-11.762,7.998,17.878,19.125,0,0.0,Distracted
2026-09-13T20:16:24.293838,0.18,0.0,-6.269,25.709,-10.962,6.269,25.709,7.485,0,0.0,Distracted
2026-09-13T20:16:28.094282,0.3216,0.0,1.094,11.443,-6.134,1.094,11.443,5.359,0,0.0,Distracted
2026-09-13T20:16:29.414984,0.2049,0.544,5.27,-47.63,8.953,5.27,47.63,6.115,0,0.0,Distracted
2026-09-13T20:16:30.718862,0.1331,0.0,11.843,-46.228,-5.805,11.843,46.228,52.867,0,0.0,Distracted
2026-09-13T20:16:34.644406,0.2613,0.0,-30.042,15.024,-9.94,30.042,15.024,8.581,0,0.0,Distracted
2026-09-13T20:16:39.831599,0.3161,0.0,-37.836,3.292,6.076,37.836,3.292,23.258,0,0.0,Distracted
2026-09-13T20:16:41.142021,0.2478,0.0,21.841,-0.551,-8.326,21.841,0.551,13.971,0,0.0,Distracted
2026-09-13T20:16:42.456612,0.2641,0.0,11.517,-11.4,-5.36,11.517,11.4,3.714,0,0.0,Phone_Usage
2026-09-13T20:16:43.768559,0.2659,0.0,4.06,-3.252,-0.761,4.06,3.252,6.635,0,0.0,Phone_Usage
2026-09-13T20:16:45.076125,0.2671,0.0,1.681,-9.5,6.397,1.681,9.5,4.169,1,0.501,Phone_Usage
2026-09-13T20:16:46.370550,0.2873,0.0,4.311,-10.746,3.717,4.311,10.746,1.982,1,0.489,Phone_Usage
2026-09-13T20:16:47.665724,0.2621,0.0,4.682,-6.362,-2.718,4.682,6.362,1.338,0,0.0,Phone_Usage
2026-09-13T20:16:48.949401,0.2573,0.0,4.751,-3.723,-3.527,4.751,3.723,0.9,1,0.441,Phone_Usage
2026-09-13T20:16:50.268902,0.2514,0.0,4.92,-0.659,-0.636,4.92,0.659,1.34,1,0.805,Phone_Usage
2026-09-13T20:16:51.605442,0.2819,0.0,3.867,1.643,-0.138,3.867,1.643,1.2,1,0.925,Phone_Usage
2026-09-13T20:16:52.911699,0.2856,0.0,3.685,1.591,-0.389,3.685,1.591,0.268,0,0.0,Phone_Usage
2026-09-13T20:16:54.197305,0.2707,0.0,3.349,3.877,-0.176,3.349,3.877,1.269,1,0.34,Phone_Usage
2026-09-13T20:16:55.511895,0.2497,0.258,-10.878,-12.358,5.549,10.878,12.358,4.067,0,0.0,Phone_Usage
2026-09-13T20:16:56.833588,0.276,0.0,-9.161,-5.89,4.944,9.161,5.89,0.382,0,0.0,Phone_Usage
2026-09-13T20:16:58.126678,0.3033,0.0,-17.431,-3.931,6.811,17.431,3.931,5.442,1,0.629,Phone_Usage
2026-09-13T20:16:59.398213,0.2939,0.0,-16.703,-0.46,7.897,16.703,0.46,22.38,0,0.0,Phone_Usage
2026-09-13T20:17:00.797038,0.3082,0.0,-16.241,0.345,6.648,16.241,0.345,16.71,0,0.0,Phone_Usage
2026-09-13T20:17:04.630520,0.1002,0.0,-8.793,0.428,4.259,8.793,0.428,9.249,0,0.0,Phone_Usage
2026-09-13T20:17:05.917391,0.2491,0.0,-4.52,1.668,4.163,4.52,1.668,4.642,1,0.383,Phone_Usage
2026-09-13T20:17:07.190873,0.2873,0.0,-3.477,5.044,5.421,3.477,5.044,1.91,0,0.0,Phone_Usage
2026-09-13T20:17:08.504090,0.2888,0.0,-2.698,4.643,5.1,2.698,4.643,1.659,0,0.0,Phone_Usage
2026-09-13T20:17:09.801383,0.2706,0.0,-12.165,-0.214,14.183,12.165,0.214,5.028,1,0.323,Phone_Usage
2026-09-13T20:17:11.082089,0.2798,0.0,-6.642,1.481,13.099,6.642,1.481,1.802,1,0.482,Phone_Usage
2026-09-13T20:17:12.392635,0.2779,0.0,-8.552,1.087,14.019,8.552,1.087,0.835,0,0.0,Phone_Usage
2026-09-13T20:17:13.699648,0.2831,0.0,-9.061,0.116,13.375,9.061,0.116,0.786,0,0.0,Phone_Usage
2026-09-13T20:17:14.992745,0.2914,0.0,-6.362,1.47,13.241,6.362,1.47,1.345,1,0.491,Phone_Usage
2026-09-13T20:17:17.606232,0.2621,0.0,11.656,-3.855,-15.559,11.656,3.855,2.31,1,0.463,Phone_Usage
2026-09-13T20:17:18.937767,0.1958,0.544,14.292,7.098,-26.625,14.292,7.098,5.999,0,0.0,Phone_Usage
2026-09-13T20:17:20.240503,0.3204,0.0,18.636,4.46,-24.747,18.636,4.46,10.363,1,0.472,Phone_Usage
2026-09-13T20:17:21.554422,0.2679,0.0,18.341,-5.231,-9.935,18.341,5.231,18.096,1,0.442,Phone_Usage
2026-09-13T20:17:22.854081,0.2125,0.0,12.073,-4.329,-7.983,12.073,4.329,10.97,0,0.0,Phone_Usage
2026-09-13T20:17:24.162280,0.2464,0.26,-0.725,-9.213,2.61,0.725,9.213,7.814,0,0.0,Phone_Usage
2026-09-13T20:17:25.452849,0.2577,0.0,-0.166,-2.004,1.54,0.166,2.004,0.92,1,0.582,Phone_Usage
2026-09-13T20:17:26.749132,0.2687,0.0,0.547,-0.475,0.33,0.547,0.475,0.191,0,0.0,Phone_Usage
2026-09-13T20:17:28.055065,0.2348,0.262,24.086,-19.623,-1.379,24.086,19.623,12.091,0,0.0,Phone_Usage
2026-09-13T20:17:29.382818,0.2461,0.0,25.533,-20.192,-0.493,25.533,20.192,0.536,0,0.0,Phone_Usage
2026-09-13T20:17:30.662058,0.1967,0.257,18.747,-14.112,-3.766,18.747,14.112,5.0,0,0.0,Phone_Usage
2026-09-14T13:02:04.057354,0.2548,0.0,1.227,-8.984,3.198,1.227,8.984,2.828,0,0.0,Alert
2026-09-14T13:02:05.339991,0.2585,0.0,1.834,-3.537,0.161,1.834,3.537,2.231,0,0.0,Alert
2026-09-14T13:02:06.608377,0.2693,0.0,1.138,-5.83,1.857,1.138,5.83,1.889,0,0.0,Alert
2026-09-14T13:02:07.950180,0.2721,0.0,1.096,-9.2,2.161,1.096,9.2,3.286,0,0.0,Alert
2026-09-14T13:02:09.322509,0.2592,0.0,-0.537,-8.895,3.63,0.537,8.895,1.812,0,0.0,Alert
2026-09-14T13:02:10.641115,0.2565,0.0,-0.896,-7.426,4.327,0.896,7.426,0.844,0,0.0,Alert
2026-09-14T13:02:11.931728,0.1513,0.0,-1.386,-8.892,-6.074,1.386,8.892,2.138,0,0.0,Alert
2026-09-14T13:02:13.254777,0.3035,0.0,-5.284,-1.364,-12.083,5.284,1.364,2.954,0,0.0,Alert
2026-09-14T13:02:14.579664,0.2767,0.0,-7.268,-8.467,24.023,7.268,8.467,3.292,0,0.0,Alert
2026-09-14T13:02:15.919671,0.2622,0.0,-0.878,-7.86,5.136,0.878,7.86,1.036,0,0.0,Alert
2026-09-14T13:02:17.226124,0.2739,0.0,-3.502,-6.823,6.246,3.502,6.823,1.912,0,0.0,Alert
2026-09-14T13:02:18.567036,0.2497,0.813,-2.543,-3.023,6.884,2.543,3.023,0.663,0,0.0,Alert
2026-09-14T13:02:19.876241,0.2307,0.78,-0.754,-6.809,2.629,0.754,6.809,2.694,0,0.0,Alert
2026-09-14T13:02:21.223865,0.2618,0.0,0.108,2.057,1.311,0.108,2.057,2.93,0,0.0,Alert
2026-09-14T13:02:22.498115,0.2665,0.0,2.531,-10.638,-4.323,2.531,10.638,2.849,0,0.0,Alert
2026-09-14T13:02:23.811057,0.2562,0.0,-0.532,-2.124,2.07,0.532,2.124,1.223,0,0.0,Alert
2026-09-14T13:02:25.097023,0.2518,0.0,-0.274,-2.476,0.718,0.274,2.476,1.887,0,0.0,Alert
2026-09-14T13:02:26.393510,0.2615,0.0,-0.61,1.517,1.104,0.61,1.517,1.71,0,0.0,Alert
2026-09-14T13:02:27.673033,0.2666,0.0,-0.932,0.68,0.665,0.932,0.68,0.574,0,0.0,Alert
2026-09-14T13:02:28.937173,0.276,0.0,-0.877,1.54,1.364,0.877,1.54,0.406,0,0.0,Alert
2026-09-14T13:02:30.241754,0.2746,0.0,0.865,-0.095,1.809,0.865,0.095,1.294,0,0.0,Alert
2026-09-14T13:02:31.560451,0.2632,0.0,1.402,-0.231,0.333,1.402,0.231,1.544,0,0.0,Alert
2026-09-14T13:02:32.886314,0.2712,0.0,-2.227,0.899,1.072,2.227,0.899,3.593,0,0.0,Alert
2026-09-14T13:02:34.176493,0.2666,0.0,1.461,-1.713,1.518,1.461,1.713,2.301,0,0.0,Alert
2026-09-14T13:02:35.449968,0.2643,0.0,3.475,-0.26,1.134,3.475,0.26,1.001,0,0.0,Alert
2026-09-14T13:02:36.766844,0.2719,0.0,1.612,-2.26,2.797,1.612,2.26,2.256,0,0.0,Alert
2026-09-14T13:02:38.055739,0.2736,0.0,1.272,-1.786,2.94,1.272,1.786,0.932,0,0.0,Alert
2026-09-14T13:02:39.353432,0.2601,0.0,0.457,2.143,0.891,0.457,2.143,2.476,0,0.0,Alert
2026-09-14T13:02:40.637929,0.2651,0.0,-1.068,2.016,4.312,1.068,2.016,0.454,0,0.0,Alert
2026-09-14T13:02:41.936826,0.2673,0.0,0.459,1.165,3.317,0.459,1.165,2.246,0,0.0,Alert
2026-09-14T13:02:43.233024,0.2658,0.0,0.262,-1.181,2.336,0.262,1.181,2.298,0,0.0,Alert
2026-09-14T13:02:44.530643,0.2607,0.0,-1.154,0.042,1.81,1.154,0.042,2.497,0,0.0,Alert
2026-09-14T13:02:45.846451,0.2939,0.0,-5.414,4.204,-30.096,5.414,4.204,9.074,0,0.0,Alert
2026-09-14T13:02:47.138856,0.307,0.0,-14.715,-0.254,27.244,14.715,0.254,1.034,0,0.0,Alert
2026-09-14T13:02:48.429097,0.2873,0.0,-0.907,-9.675,1.445,0.907,9.675,3.645,0,0.0,Alert
2026-09-14T13:02:49.708560,0.1461,0.0,-0.644,-4.333,-1.118,0.644,4.333,2.722,0,0.0,Alert
2026-09-14T13:02:50.977276,0.2428,1.269,-0.198,1.018,0.487,0.198,1.018,0.16,0,0.0,Alert
2026-09-14T13:02:52.273345,0.2603,0.0,-1.008,-0.962,0.915,1.008,0.962,1.033,0,0.0,Alert
2026-09-14T13:02:53.553501,0.2749,0.0,-1.216,-5.309,2.082,1.216,5.309,1.855,0,0.0,Alert
2026-09-14T13:02:54.831426,0.2858,0.0,-1.354,-10.585,2.028,1.354,10.585,1.055,0,0.0,Alert
2026-09-14T13:02:56.138510,0.2848,0.0,-1.144,-10.591,2.475,1.144,10.591,0.407,0,0.0,Alert
2026-09-14T13:02:57.425672,0.2641,0.0,-3.115,-8.463,4.248,3.115,8.463,1.035,0,0.0,Alert
2026-09-14T13:02:58.679819,0.2484,0.0,-4.41,-14.624,4.312,4.41,14.624,2.089,0,0.0,Alert
2026-09-14T13:02:59.960573,0.2992,0.0,-3.719,-11.811,6.179,3.719,11.811,0.749,0,0.0,Alert
2026-09-14T13:03:01.254677,0.2951,0.0,-3.595,-12.05,5.147,3.595,12.05,1.341,0,0.0,Alert
2026-09-14T13:03:02.520997,0.2434,0.0,-1.836,-9.705,4.132,1.836,9.705,1.785,0,0.0,Alert
2026-09-14T13:03:03.816917,0.2533,0.0,-1.966,-9.818,3.385,1.966,9.818,0.909,0,0.0,Alert
2026-09-14T13:03:05.102140,0.2591,0.0,-1.648,-10.686,3.032,1.648,10.686,1.329,0,0.0,Alert
2026-09-14T13:03:06.390425,0.2897,0.0,-1.803,-9.979,2.521,1.803,9.979,1.46,0,0.0,Alert
2026-09-14T13:03:07.694758,0.2329,0.0,-2.169,-9.381,1.548,2.169,9.381,0.312,0,0.0,Alert
2026-09-14T13:03:09.069449,0.2679,0.0,1.939,-12.095,-0.241,1.939,12.095,1.644,0,0.0,Drowsy
2026-09-14T13:03:10.396084,0.0752,1.044,-0.457,4.143,1.45,0.457,4.143,3.476,0,0.0,Drowsy
2026-09-14T13:03:11.694250,0.2352,2.343,-0.289,0.29,0.998,0.289,0.29,0.798,0,0.0,Drowsy
2026-09-14T13:03:12.988995,0.045,3.637,0.371,6.084,0.533,0.371,6.084,0.895,0,0.0,Drowsy
2026-09-14T13:03:14.269208,0.247,4.918,-1.06,1.703,1.585,1.06,1.703,0.639,0,0.0,Drowsy
2026-09-14T13:03:15.587929,0.2289,6.236,-2.894,25.031,-0.294,2.894,25.031,12.141,0,0.0,Drowsy
2026-09-14T13:03:18.196310,0.3103,0.0,-2.701,15.316,1.355,2.701,15.316,4.534,0,0.0,Drowsy
2026-09-14T13:03:19.477275,0.2328,0.257,-2.479,9.237,1.283,2.479,9.237,8.044,0,0.0,Drowsy
2026-09-14T13:03:20.806611,0.1465,1.586,-1.823,9.674,1.167,1.823,9.674,11.849,0,0.0,Drowsy
2026-09-14T13:03:22.222323,0.0847,0.528,-1.19,-5.791,0.955,1.19,5.791,0.449,0,0.0,Drowsy
2026-09-14T13:03:23.537570,0.1279,1.843,-1.608,-8.214,1.41,1.608,8.214,0.413,0,0.0,Drowsy
2026-09-14T13:03:24.865149,0.2201,3.171,-2.255,-8.248,2.058,2.255,8.248,0.24,0,0.0,Drowsy
2026-09-14T13:03:26.186101,0.0471,4.492,-1.383,5.551,1.235,1.383,5.551,2.358,0,0.0,Drowsy
2026-09-14T13:03:27.476078,0.1407,5.782,-2.012,3.379,1.484,2.012,3.379,2.633,0,0.0,Drowsy
2026-09-14T13:03:28.777579,0.2281,7.083,-2.06,4.652,1.202,2.06,4.652,1.199,0,0.0,Drowsy
2026-09-14T13:03:30.067838,0.0696,8.373,-2.254,6.648,1.69,2.254,6.648,1.229,0,0.0,Drowsy
2026-09-14T13:03:31.361650,0.0617,9.667,-2.809,5.705,2.244,2.809,5.705,0.545,0,0.0,Drowsy
2026-09-14T13:03:32.727202,0.2899,0.0,-3.473,2.281,3.422,3.473,2.281,0.94,0,0.0,Drowsy
2026-09-14T13:03:34.022209,0.0576,0.528,-2.541,7.171,2.333,2.541,7.171,0.232,0,0.0,Drowsy
2026-09-14T13:03:35.359659,0.272,0.0,-1.314,6.121,2.857,1.314,6.121,2.916,0,0.0,Drowsy
2026-09-14T13:03:36.628749,0.0606,1.018,-1.405,3.559,2.428,1.405,3.559,0.794,0,0.0,Drowsy
2026-09-14T13:03:37.926979,0.1987,2.317,-2.83,6.272,2.588,2.83,6.272,1.84,0,0.0,Drowsy
2026-09-14T13:03:39.238171,0.1144,0.792,-4.602,7.529,4.386,4.602,7.529,1.904,0,0.0,Drowsy
2026-09-14T13:03:40.571206,0.1915,2.125,-4.075,5.849,3.61,4.075,5.849,0.434,0,0.0,Drowsy
2026-09-14T13:03:41.862507,0.0542,3.416,-2.826,5.093,3.323,2.826,5.093,2.444,0,0.0,Drowsy
2026-09-14T13:03:43.187900,0.1625,4.741,-2.461,8.369,2.241,2.461,8.369,2.1,0,0.0,Drowsy
2026-09-14T13:03:44.478181,0.163,6.032,-2.41,5.556,2.198,2.41,5.556,1.007,0,0.0,Drowsy
2026-09-14T13:03:45.762995,0.0459,7.316,-1.713,5.055,2.452,1.713,5.055,1.733,0,0.0,Drowsy
2026-09-14T13:03:47.053812,0.0964,0.259,-2.052,9.303,2.147,2.052,9.303,3.256,0,0.0,Drowsy
2026-09-14T13:03:48.314536,0.2686,0.0,-2.913,3.633,3.062,2.913,3.633,0.886,0,0.0,Drowsy
2026-09-14T13:03:49.633806,0.0867,0.25,-2.997,6.068,3.359,2.997,6.068,2.612,0,0.0,Drowsy
2026-09-14T13:03:50.926645,0.1963,1.543,-3.518,4.854,3.501,3.518,4.854,2.121,0,0.0,Drowsy
2026-09-14T13:03:52.212349,0.0547,2.829,-1.873,4.938,2.871,1.873,4.938,2.735,0,0.0,Drowsy
2026-09-14T13:03:53.520481,0.048,4.137,-2.823,7.932,2.859,2.823,7.932,0.813,0,0.0,Drowsy
2026-09-14T13:03:54.813523,0.0881,5.43,-1.891,1.197,2.352,1.891,1.197,1.596,0,0.0,Drowsy
2026-09-14T13:03:56.099627,0.047,6.716,-2.241,3.262,2.895,2.241,3.262,0.382,0,0.0,Drowsy
2026-09-14T13:03:57.413164,0.0741,8.029,-2.503,3.368,2.0,2.503,3.368,0.424,0,0.0,Drowsy
2026-09-14T13:03:58.740617,0.0944,9.357,-1.641,-3.463,1.826,1.641,3.463,0.561,0,0.0,Drowsy
2026-09-14T13:04:00.032019,0.0689,10.648,-1.341,-0.628,2.377,1.341,0.628,0.822,0,0.0,Drowsy
2026-09-14T13:04:01.320443,0.2647,0.0,-2.344,-0.814,1.979,2.344,0.814,0.318,0,0.0,Drowsy
2026-09-14T13:04:02.633677,0.1855,1.055,-2.365,-0.964,2.627,2.365,0.964,3.916,0,0.0,Drowsy
2026-09-14T13:04:03.927897,0.0447,2.349,-2.191,6.508,1.632,2.191,6.508,1.965,0,0.0,Drowsy
2026-09-14T13:04:05.218759,0.0731,3.64,-2.612,5.391,2.091,2.612,5.391,2.851,0,0.0,Drowsy
2026-09-14T13:04:06.543701,0.1195,4.965,-1.481,1.511,2.081,1.481,1.511,2.147,0,0.0,Drowsy
2026-09-14T13:04:07.880585,0.0639,6.302,-2.017,7.82,1.557,2.017,7.82,0.777,0,0.0,Drowsy
2026-09-14T13:04:09.336044,0.0806,7.757,-3.134,-0.579,3.519,3.134,0.579,1.715,0,0.0,Drowsy
2026-09-14T13:04:10.631932,0.185,9.053,-3.311,0.647,3.445,3.311,0.647,0.362,0,0.0,Drowsy
2026-09-14T13:04:11.927114,0.0522,10.348,-3.525,2.745,3.2,3.525,2.745,2.237,0,0.0,Drowsy
2026-09-14T13:04:13.212999,0.1745,11.634,-1.307,5.182,2.358,1.307,5.182,4.087,0,0.0,Drowsy
2026-09-14T13:04:14.505629,0.0742,12.927,-2.114,1.973,2.567,2.114,1.973,0.7,0,0.0,Drowsy
2026-09-14T13:04:15.806393,0.0503,14.228,-2.555,4.462,2.517,2.555,4.462,2.723,0,0.0,Drowsy
2026-09-14T13:04:17.147707,0.2857,0.0,-2.298,-0.599,2.67,2.298,0.599,2.28,0,0.0,Distracted
2026-09-14T13:04:18.494779,0.4229,0.0,34.947,-9.833,0.727,34.947,9.833,1.452,0,0.0,Distracted
2026-09-14T13:04:19.811350,0.4615,0.0,37.298,-10.938,-0.148,37.298,10.938,1.292,0,0.0,Distracted
2026-09-14T13:04:21.120259,0.5055,0.0,43.862,-8.246,-1.532,43.862,8.246,2.36,0,0.0,Distracted
2026-09-14T13:04:22.449639,0.4762,0.0,48.13,-4.994,-0.162,48.13,4.994,3.289,0,0.0,Distracted
2026-09-14T13:04:23.728788,0.6229,0.0,52.297,-10.833,-1.705,52.297,10.833,4.818,0,0.0,Distracted
2026-09-14T13:04:25.038551,0.5203,0.0,55.058,-15.473,-0.788,55.058,15.473,4.432,0,0.0,Distracted
2026-09-14T13:04:26.314692,0.4001,0.0,54.999,-14.082,-1.247,54.999,14.082,2.737,0,0.0,Distracted
2026-09-14T13:04:27.602126,0.5184,0.0,60.108,-9.557,-1.117,60.108,9.557,5.435,0,0.0,Distracted
2026-09-14T13:04:28.930309,0.5135,0.0,54.714,-13.715,-1.998,54.714,13.715,2.729,0,0.0,Distracted
2026-09-14T13:04:30.220604,0.5789,0.0,59.264,-12.281,-2.04,59.264,12.281,2.009,0,0.0,Distracted
2026-09-14T13:04:31.494710,0.7674,0.0,60.119,-8.557,1.671,60.119,8.557,3.597,0,0.0,Distracted
2026-09-14T13:04:32.793420,0.5077,0.0,41.901,-3.259,3.328,41.901,3.259,0.403,0,0.0,Distracted
2026-09-14T13:04:37.948061,0.2109,0.27,-33.4,7.295,-0.262,33.4,7.295,12.478,0,0.0,Distracted
2026-09-14T13:04:39.226536,0.7318,0.0,-51.524,4.992,8.183,51.524,4.992,4.926,0,0.0,Distracted
2026-09-14T13:04:40.520822,0.5772,0.0,-43.748,1.859,2.464,43.748,1.859,2.138,0,0.0,Distracted
2026-09-14T13:04:41.832540,0.2899,0.0,27.921,5.59,5.361,27.921,5.59,12.269,0,0.0,Distracted
2026-09-14T13:04:48.019010,0.1691,3.906,-6.389,26.818,-7.941,6.389,26.818,3.161,0,0.0,Distracted
2026-09-14T13:04:49.323001,0.3128,0.0,-5.885,25.139,-7.271,5.885,25.139,0.658,0,0.0,Distracted
2026-09-14T13:04:50.604092,0.2785,0.0,6.608,19.014,-5.693,6.608,19.014,13.44,0,0.0,Distracted
2026-09-14T13:04:51.941774,0.2816,0.0,33.692,11.037,10.767,33.692,11.037,1.165,0,0.0,Distracted
