timestamp,EAR,eye_closure_duration,yaw,pitch,phone_detected,phone_confidence,driver_state
2026-09-13T19:59:19.285409,0.1119,9.316,-1.151,-1.135,0,0.0,Drowsy
2026-09-13T19:59:20.598160,0.074,10.629,-1.28,4.555,0,0.0,Drowsy
2026-09-13T19:59:21.895467,0.1662,11.926,1.369,-9.561,0,0.0,Drowsy
2026-09-13T19:59:23.210577,0.0597,13.241,0.744,1.13,0,0.0,Drowsy
2026-09-13T19:59:24.497013,0.1043,14.527,0.356,5.176,0,0.0,Drowsy
2026-09-13T19:59:25.780957,0.0788,15.811,0.849,-5.932,0,0.0,Drowsy
2026-09-13T19:59:27.098405,0.058,17.129,0.859,3.455,0,0.0,Drowsy
2026-09-13T19:59:28.400501,0.1048,18.431,0.622,-2.874,0,0.0,Drowsy
2026-09-13T19:59:29.705780,0.236,19.736,-0.094,3.246,0,0.0,Drowsy
2026-09-13T19:59:31.050152,0.0968,21.081,-0.245,-1.443,0,0.0,Drowsy
2026-09-13T19:59:32.354891,0.1645,22.385,-0.954,-5.245,0,0.0,Drowsy
2026-09-13T19:59:33.722362,0.0724,23.753,-0.623,4.821,0,0.0,Drowsy
2026-09-13T19:59:35.098104,0.077,25.128,0.864,8.35,0,0.0,Drowsy
2026-09-13T19:59:36.390145,0.0927,26.42,-0.146,2.001,0,0.0,Drowsy
2026-09-13T19:59:37.678506,0.2142,27.709,-1.348,-2.55,0,0.0,Drowsy
2026-09-13T19:59:39.002594,0.1113,29.033,-0.819,-0.545,0,0.0,Drowsy
2026-09-13T20:06:33.563528,0.2597,0.0,-2.019,-8.664,0,0.0,Alert
2026-09-13T20:06:34.833149,0.2543,0.0,-2.25,-6.153,0,0.0,Alert
2026-09-13T20:06:36.102946,0.2318,0.0,-1.435,-6.163,0,0.0,Alert
2026-09-13T20:06:37.403384,0.2327,0.0,-1.358,-5.259,0,0.0,Drowsy
2026-09-13T20:06:38.687767,0.136,1.284,-0.055,-11.4,0,0.0,Drowsy
2026-09-13T20:06:39.974329,0.1382,2.571,-2.789,12.795,0,0.0,Drowsy
2026-09-13T20:06:41.260456,0.1015,3.857,-1.194,-0.557,0,0.0,Drowsy
2026-09-13T20:06:42.578028,0.2726,0.0,-5.402,25.7,0,0.0,Drowsy
2026-09-13T20:06:43.837233,0.1073,0.5,1.262,7.219,0,0.0,Drowsy
2026-09-13T20:06:45.111221,0.2167,0.254,0.667,-6.494,0,0.0,Drowsy
2026-09-13T20:06:46.397908,0.1033,1.54,-0.635,3.389,0,0.0,Drowsy
2026-09-13T20:06:47.694235,0.2931,0.0,-0.661,-8.742,0,0.0,Drowsy
2026-09-13T20:06:48.992683,0.0711,1.033,-0.674,3.88,0,0.0,Drowsy
2026-09-13T20:06:50.281776,0.1306,2.322,-1.934,13.291,0,0.0,Drowsy
2026-09-13T20:06:51.551576,0.2495,0.0,-1.234,-2.653,0,0.0,Drowsy
2026-09-13T20:06:52.813806,0.0806,1.262,-1.633,6.167,0,0.0,Drowsy
2026-09-13T20:06:54.091012,0.2125,2.539,-1.33,-5.922,0,0.0,Distracted
2026-09-13T20:06:55.436098,0.3327,0.0,41.404,-16.966,0,0.0,Distracted
2026-09-13T20:06:56.727262,0.3405,0.0,42.244,-27.503,0,0.0,Distracted
2026-09-13T20:06:58.007049,0.5059,0.0,41.16,-11.993,0,0.0,Distracted
2026-09-13T20:06:59.296554,0.2796,0.0,14.723,-9.116,0,0.0,Distracted
2026-09-13T20:07:00.584049,0.4959,0.0,-48.042,-8.875,0,0.0,Distracted
2026-09-13T20:07:01.846900,0.3634,0.0,-32.256,-16.714,0,0.0,Distracted
